## This is an edited version of migrant_journey_updated..._b.csv
## Dep. joining or accompanying => Dep_J_A
## Zero expired rows were omited. I've put them back in. 
## Africa Sub-Saharan => Sub_Saharan_Africa
nationality,year_issued,visa_cat_broad,year,status_year_end,value
Sub_Saharan_Africa,2013,Dep_J_A,2015,Expired,70
Sub_Saharan_Africa,2013,Dep_J_A,2015,Valid visa,961
Sub_Saharan_Africa,2013,Dep_J_A,2016,Expired,114
Sub_Saharan_Africa,2013,Dep_J_A,2016,Valid visa,917
Sub_Saharan_Africa,2013,Dep_J_A,2017,Expired,127
Sub_Saharan_Africa,2013,Dep_J_A,2017,Valid visa,904
Sub_Saharan_Africa,2013,Dep_J_A,2018,Expired,202
Sub_Saharan_Africa,2013,Dep_J_A,2018,Valid visa,829
Sub_Saharan_Africa,2013,Dep_J_A,2019,Expired,213
Sub_Saharan_Africa,2013,Dep_J_A,2019,Valid visa,818
Sub_Saharan_Africa,2013,Dep_J_A,2020,Expired,227
Sub_Saharan_Africa,2013,Dep_J_A,2020,Valid visa,804
Sub_Saharan_Africa,2014,Dep_J_A,2014,Expired,3
Sub_Saharan_Africa,2014,Dep_J_A,2014,Valid visa,882
Sub_Saharan_Africa,2014,Dep_J_A,2015,Expired,20
Sub_Saharan_Africa,2014,Dep_J_A,2015,Valid visa,865
Sub_Saharan_Africa,2014,Dep_J_A,2016,Expired,36
Sub_Saharan_Africa,2014,Dep_J_A,2016,Valid visa,849
Sub_Saharan_Africa,2014,Dep_J_A,2017,Expired,76
Sub_Saharan_Africa,2014,Dep_J_A,2017,Valid visa,809
Sub_Saharan_Africa,2014,Dep_J_A,2018,Expired,89
Sub_Saharan_Africa,2014,Dep_J_A,2018,Valid visa,796
Sub_Saharan_Africa,2014,Dep_J_A,2019,Expired,167
Sub_Saharan_Africa,2014,Dep_J_A,2019,Valid visa,718
Sub_Saharan_Africa,2014,Dep_J_A,2020,Expired,183
Sub_Saharan_Africa,2014,Dep_J_A,2020,Valid visa,702
Sub_Saharan_Africa,2015,Dep_J_A,2015,Expired,1
Sub_Saharan_Africa,2015,Dep_J_A,2015,Valid visa,1128
Sub_Saharan_Africa,2015,Dep_J_A,2016,Expired,8
Sub_Saharan_Africa,2015,Dep_J_A,2016,Valid visa,1121
Sub_Saharan_Africa,2015,Dep_J_A,2017,Expired,35
Sub_Saharan_Africa,2015,Dep_J_A,2017,Valid visa,1094
Sub_Saharan_Africa,2015,Dep_J_A,2018,Expired,92
Sub_Saharan_Africa,2015,Dep_J_A,2018,Valid visa,1037
Sub_Saharan_Africa,2015,Dep_J_A,2019,Expired,99
Sub_Saharan_Africa,2015,Dep_J_A,2019,Valid visa,1030
Sub_Saharan_Africa,2015,Dep_J_A,2020,Expired,329
Sub_Saharan_Africa,2015,Dep_J_A,2020,Valid visa,800
Sub_Saharan_Africa,2016,Dep_J_A,2016,Expired,2
Sub_Saharan_Africa,2016,Dep_J_A,2016,Valid visa,1300
Sub_Saharan_Africa,2016,Dep_J_A,2017,Expired,34
Sub_Saharan_Africa,2016,Dep_J_A,2017,Valid visa,1268
Sub_Saharan_Africa,2016,Dep_J_A,2018,Expired,58
Sub_Saharan_Africa,2016,Dep_J_A,2018,Valid visa,1244
Sub_Saharan_Africa,2016,Dep_J_A,2019,Expired,115
Sub_Saharan_Africa,2016,Dep_J_A,2019,Valid visa,1187
Sub_Saharan_Africa,2016,Dep_J_A,2020,Expired,141
Sub_Saharan_Africa,2016,Dep_J_A,2020,Valid visa,1161
Sub_Saharan_Africa,2017,Dep_J_A,2017,Expired,1
Sub_Saharan_Africa,2017,Dep_J_A,2017,Valid visa,1512
Sub_Saharan_Africa,2017,Dep_J_A,2018,Expired,56
Sub_Saharan_Africa,2017,Dep_J_A,2018,Valid visa,1457
Sub_Saharan_Africa,2017,Dep_J_A,2019,Expired,93
Sub_Saharan_Africa,2017,Dep_J_A,2019,Valid visa,1420
Sub_Saharan_Africa,2017,Dep_J_A,2020,Expired,212
Sub_Saharan_Africa,2017,Dep_J_A,2020,Valid visa,1301
Sub_Saharan_Africa,2018,Dep_J_A,2018,Expired,1
Sub_Saharan_Africa,2018,Dep_J_A,2018,Valid visa,1121
Sub_Saharan_Africa,2018,Dep_J_A,2019,Expired,24
Sub_Saharan_Africa,2018,Dep_J_A,2019,Valid visa,1098
Sub_Saharan_Africa,2018,Dep_J_A,2020,Expired,67
Sub_Saharan_Africa,2018,Dep_J_A,2020,Valid visa,1055
Sub_Saharan_Africa,2019,Dep_J_A,2019,Expired,3
Sub_Saharan_Africa,2019,Dep_J_A,2019,Valid visa,1355
Sub_Saharan_Africa,2019,Dep_J_A,2020,Expired,73
Sub_Saharan_Africa,2019,Dep_J_A,2020,Valid visa,1285
Sub_Saharan_Africa,2020,Dep_J_A,2020,Expired,0
