# Data collected in function IntegratedPopEvolution2()
# In arrays DEBUGinflow and DEBUGoutflow
# 
Year	Ethnicity	Age	Inflow	Outflow
5	2	23	560	711
5	2	24	575	737
5	2	25	628	806
5	2	26	677	820
5	2	27	656	782
5	2	28	660	738
5	2	29	624	718
5	2	30	521	693
5	2	31	490	625
5	2	32	524	599
5	2	33	481	593
5	2	34	473	535
5	2	35	314	555
5	2	36	310	446
5	2	37	357	471
5	2	38	317	405
5	2	39	347	399
5	2	40	217	334
5	2	41	239	299
5	2	42	219	322
5	2	43	195	265
5	2	44	203	271
5	2	45	170	182
5	2	46	150	201
5	2	47	144	194
5	2	48	145	181
5	2	49	158	137
5	2	50	103	134
5	2	51	111	148
5	2	52	107	117
5	2	53	99	146
5	2	54	113	138
5	2	55	74	103
5	2	56	67	100
5	2	57	90	72
5	2	58	71	91
5	2	59	64	89
5	2	60	40	69
5	2	61	46	82
5	2	62	35	84
5	2	63	35	80
5	2	64	58	58
5	2	65	35	90
5	2	66	32	73
5	2	67	33	53
5	2	68	33	63
5	2	69	30	73
5	2	70	13	76
5	2	71	17	56
5	2	72	16	53
5	2	73	18	48
5	2	74	14	44
5	2	75	14	44
5	2	76	8	60
5	2	77	16	68
5	2	78	8	57
5	2	79	8	51
5	2	80	7	49
5	2	81	6	41
5	2	82	9	45
5	2	83	4	33
5	2	84	5	39
5	2	85	5	36
5	2	86	0	41
5	2	87	1	32
5	2	88	0	13
5	2	89	2	19
5	2	90	2	36
5	2	91	0	7
5	2	92	0	3
5	2	93	1	2
5	2	94	0	0
5	2	95	0	1
5	2	96	0	2
5	2	97	0	3
5	2	98	0	3
5	2	99	0	1
5	2	100	56	3
5	3	0	39	0
5	3	1	68	192
5	3	2	61	114
5	3	3	47	86
5	3	4	60	78
5	3	5	49	56
5	3	6	56	69
5	3	7	47	100
5	3	8	75	86
5	3	9	59	87
5	3	10	224	71
5	3	11	212	69
5	3	12	213	96
5	3	13	220	103
5	3	14	189	114
5	3	15	834	238
5	3	16	845	320
5	3	17	841	393
5	3	18	875	450
5	3	19	896	498
5	3	20	817	1079
5	3	21	849	1270
5	3	22	903	1452
5	3	23	856	1528
5	3	24	810	1490
5	3	25	390	1443
5	3	26	409	1493
5	3	27	410	1362
5	3	28	437	1286
5	3	29	413	1201
5	3	30	264	931
5	3	31	314	692
5	3	32	288	506
5	3	33	285	503
5	3	34	232	487
5	3	35	188	384
5	3	36	194	355
5	3	37	194	347
5	3	38	218	306
5	3	39	180	272
5	3	40	103	237
5	3	41	124	239
5	3	42	100	245
5	3	43	101	243
5	3	44	108	223
5	3	45	70	190
5	3	46	76	157
5	3	47	68	147
5	3	48	63	136
5	3	49	71	114
5	3	50	35	122
5	3	51	49	101
5	3	52	49	96
5	3	53	47	117
5	3	54	34	92
5	3	55	20	86
5	3	56	33	90
5	3	57	26	78
5	3	58	25	52
5	3	59	22	84
5	3	60	11	75
5	3	61	21	65
5	3	62	14	84
5	3	63	9	78
5	3	64	18	49
5	3	65	11	114
5	3	66	20	80
5	3	67	19	51
5	3	68	5	69
5	3	69	11	57
5	3	70	7	63
5	3	71	10	69
5	3	72	5	56
5	3	73	7	45
5	3	74	6	57
5	3	75	7	47
5	3	76	7	52
5	3	77	2	53
5	3	78	7	46
5	3	79	3	50
5	3	80	4	47
5	3	81	3	62
5	3	82	4	56
5	3	83	4	47
5	3	84	1	50
5	3	85	0	44
5	3	86	0	41
5	3	87	1	37
5	3	88	1	32
5	3	89	1	34
5	3	90	2	66
5	3	91	0	9
5	3	92	0	9
5	3	93	0	4
5	3	94	0	5
5	3	95	0	8
5	3	96	0	7
5	3	97	0	7
5	3	98	0	3
5	3	99	0	1
5	3	100	25	1
5	4	0	100	0
5	4	1	137	174
5	4	2	135	120
5	4	3	140	91
5	4	4	140	102
5	4	5	57	83
5	4	6	111	100
5	4	7	76	100
5	4	8	92	97
5	4	9	89	67
5	4	10	115	54
5	4	11	104	65
5	4	12	106	51
5	4	13	87	43
5	4	14	103	32
5	4	15	335	64
5	4	16	248	122
5	4	17	280	147
5	4	18	302	238
5	4	19	286	264
5	4	20	1288	518
5	4	21	1355	757
5	4	22	1331	950
5	4	23	1319	1019
5	4	24	1193	1106
5	4	25	2633	1300
5	4	26	2825	1503
5	4	27	2783	1619
5	4	28	2715	1658
5	4	29	2819	1652
5	4	30	3100	1610
5	4	31	3250	1456
5	4	32	3172	1441
5	4	33	3111	1391
5	4	34	3021	1373
5	4	35	1904	1288
5	4	36	1939	1153
5	4	37	1849	1017
5	4	38	1879	955
5	4	39	1891	965
5	4	40	679	838
5	4	41	724	769
5	4	42	675	582
5	4	43	679	549
5	4	44	695	518
5	4	45	204	382
5	4	46	190	337
5	4	47	207	292
5	4	48	200	248
5	4	49	185	210
5	4	50	116	210
5	4	51	98	164
5	4	52	108	149
5	4	53	89	186
5	4	54	98	170
5	4	55	84	122
5	4	56	80	141
5	4	57	79	112
5	4	58	95	112
5	4	59	77	147
5	4	60	38	143
5	4	61	31	172
5	4	62	27	172
5	4	63	32	208
5	4	64	42	136
5	4	65	46	176
5	4	66	45	163
5	4	67	85	159
5	4	68	45	153
5	4	69	45	176
5	4	70	30	156
5	4	71	30	163
5	4	72	35	147
5	4	73	43	125
5	4	74	28	182
5	4	75	20	189
5	4	76	17	206
5	4	77	16	217
5	4	78	14	227
5	4	79	15	222
5	4	80	4	191
5	4	81	17	197
5	4	82	9	191
5	4	83	9	188
5	4	84	8	210
5	4	85	9	212
5	4	86	1	185
5	4	87	4	136
5	4	88	6	128
5	4	89	3	155
5	4	90	3	212
5	4	91	0	111
5	4	92	0	77
5	4	93	0	78
5	4	94	0	56
5	4	95	0	52
5	4	96	0	37
5	4	97	0	34
5	4	98	0	23
5	4	99	0	12
5	4	100	64	9
5	5	0	79	0
5	5	1	89	139
5	5	2	86	86
5	5	3	90	52
5	5	4	104	68
5	5	5	87	70
5	5	6	90	63
5	5	7	103	78
5	5	8	92	73
5	5	9	82	64
5	5	10	139	50
5	5	11	109	55
5	5	12	107	49
5	5	13	136	40
5	5	14	142	51
5	5	15	384	87
5	5	16	283	122
5	5	17	285	155
5	5	18	316	215
5	5	19	320	262
5	5	20	515	527
5	5	21	484	634
5	5	22	502	658
5	5	23	532	736
5	5	24	486	728
5	5	25	504	867
5	5	26	507	975
5	5	27	541	1078
5	5	28	536	1030
5	5	29	485	984
5	5	30	318	860
5	5	31	313	756
5	5	32	323	728
5	5	33	283	637
5	5	34	274	596
5	5	35	146	529
5	5	36	151	453
5	5	37	150	385
5	5	38	134	326
5	5	39	156	318
5	5	40	76	218
5	5	41	87	207
5	5	42	85	226
5	5	43	70	192
5	5	44	85	198
5	5	45	60	161
5	5	46	63	127
5	5	47	39	128
5	5	48	64	112
5	5	49	71	105
5	5	50	36	105
5	5	51	47	94
5	5	52	44	92
5	5	53	32	107
5	5	54	46	80
5	5	55	21	78
5	5	56	27	70
5	5	57	32	72
5	5	58	24	78
5	5	59	25	98
5	5	60	14	86
5	5	61	19	105
5	5	62	14	99
5	5	63	16	120
5	5	64	24	69
5	5	65	22	96
5	5	66	26	101
5	5	67	29	59
5	5	68	23	70
5	5	69	19	74
5	5	70	10	78
5	5	71	14	87
5	5	72	12	72
5	5	73	11	91
5	5	74	13	83
5	5	75	14	110
5	5	76	7	107
5	5	77	12	101
5	5	78	12	113
5	5	79	9	129
5	5	80	2	142
5	5	81	7	127
5	5	82	4	105
5	5	83	6	106
5	5	84	8	94
5	5	85	2	111
5	5	86	1	84
5	5	87	2	82
5	5	88	3	55
5	5	89	3	48
5	5	90	2	101
5	5	91	0	33
5	5	92	0	20
5	5	93	0	14
5	5	94	0	17
5	5	95	0	15
5	5	96	0	15
5	5	97	0	14
5	5	98	0	8
5	5	99	0	7
5	5	100	42	3
6	0	0	0	0
6	0	1	4023	3552
6	0	2	1941	2175
6	0	3	1782	1352
6	0	4	1898	926
6	0	5	1301	681
6	0	6	711	1138
6	0	7	665	1144
6	0	8	726	964
6	0	9	785	745
6	0	10	1031	502
6	0	11	1077	398
6	0	12	1095	351
6	0	13	1164	343
6	0	14	1113	330
6	0	15	2779	457
6	0	16	3513	506
6	0	17	4450	735
6	0	18	6279	1266
6	0	19	9785	2098
6	0	20	11641	5548
6	0	21	14104	7864
6	0	22	16387	9305
6	0	23	15669	8757
6	0	24	15251	9080
6	0	25	14234	10244
6	0	26	13401	9864
6	0	27	12467	8819
6	0	28	12255	7367
6	0	29	11295	6278
6	0	30	8061	6161
6	0	31	7580	5097
6	0	32	6730	4446
6	0	33	5614	4601
6	0	34	5507	4203
6	0	35	4712	4308
6	0	36	4350	4082
6	0	37	4045	3909
6	0	38	3910	3618
6	0	39	3367	3451
6	0	40	2429	2898
6	0	41	1936	3213
6	0	42	1840	3088
6	0	43	1658	3234
6	0	44	1412	3298
6	0	45	1781	2888
6	0	46	1682	2577
6	0	47	1710	2556
6	0	48	1551	2691
6	0	49	1559	2651
6	0	50	1849	2915
6	0	51	1913	2768
6	0	52	1934	3012
6	0	53	1698	3197
6	0	54	1784	3494
6	0	55	1242	3341
6	0	56	1165	3558
6	0	57	1101	3428
6	0	58	1097	3364
6	0	59	877	3651
6	0	60	811	3702
6	0	61	771	4092
6	0	62	732	4315
6	0	63	529	4809
6	0	64	1405	4180
6	0	65	802	5404
6	0	66	594	5788
6	0	67	1025	5932
6	0	68	653	7092
6	0	69	672	9274
6	0	70	442	10556
6	0	71	505	8273
6	0	72	527	8839
6	0	73	507	8643
6	0	74	458	8887
6	0	75	368	8850
6	0	76	374	9304
6	0	77	332	10502
6	0	78	323	11371
6	0	79	318	12048
6	0	80	224	13030
6	0	81	253	13329
6	0	82	202	13522
6	0	83	189	13452
6	0	84	155	14403
6	0	85	203	14877
6	0	86	159	15341
6	0	87	209	15236
6	0	88	215	14940
6	0	89	169	14279
6	0	90	402	15679
6	0	91	0	13024
6	0	92	0	12589
6	0	93	0	12012
6	0	94	0	10723
6	0	95	0	10185
6	0	96	0	8979
6	0	97	0	6850
6	0	98	0	4009
6	0	99	0	2936
6	0	100	0	2618
6	1	0	22	0
6	1	1	29	69
6	1	2	30	46
6	1	3	33	17
6	1	4	33	15
6	1	5	26	3
6	1	6	18	18
6	1	7	29	21
6	1	8	22	20
6	1	9	33	10
6	1	10	42	2
6	1	11	57	9
6	1	12	46	10
6	1	13	44	13
6	1	14	34	11
6	1	15	136	14
6	1	16	133	21
6	1	17	136	23
6	1	18	135	34
6	1	19	136	62
6	1	20	168	118
6	1	21	186	197
6	1	22	152	183
6	1	23	132	187
6	1	24	118	225
6	1	25	102	248
6	1	26	95	300
6	1	27	104	255
6	1	28	118	306
6	1	29	107	288
6	1	30	60	254
6	1	31	75	261
6	1	32	66	231
6	1	33	58	205
6	1	34	60	170
6	1	35	41	185
6	1	36	51	168
6	1	37	51	142
6	1	38	38	123
6	1	39	43	111
6	1	40	16	89
6	1	41	24	104
6	1	42	25	72
6	1	43	29	83
6	1	44	24	76
6	1	45	14	54
6	1	46	12	63
6	1	47	12	54
6	1	48	16	46
6	1	49	17	48
6	1	50	10	31
6	1	51	10	33
6	1	52	12	32
6	1	53	3	41
6	1	54	8	41
6	1	55	5	25
6	1	56	12	43
6	1	57	5	40
6	1	58	8	35
6	1	59	5	29
6	1	60	2	25
6	1	61	3	33
6	1	62	11	24
6	1	63	2	28
6	1	64	6	26
6	1	65	4	33
6	1	66	3	32
6	1	67	8	17
6	1	68	7	31
6	1	69	8	22
6	1	70	0	35
6	1	71	1	26
6	1	72	4	24
6	1	73	2	31
6	1	74	3	33
6	1	75	0	23
6	1	76	2	37
6	1	77	3	41
6	1	78	1	42
6	1	79	2	56
6	1	80	2	39
6	1	81	1	57
6	1	82	0	32
6	1	83	0	31
6	1	84	0	37
6	1	85	1	32
6	1	86	1	36
6	1	87	1	28
6	1	88	0	17
6	1	89	0	14
6	1	90	1	23
6	1	91	0	4
6	1	92	0	4
6	1	93	0	2
6	1	94	0	2
6	1	95	0	1
6	1	96	0	4
6	1	97	0	2
6	1	98	0	1
6	1	99	0	0
6	1	100	11	0
6	2	0	169	0
6	2	1	184	134
6	2	2	182	76
6	2	3	260	73
6	2	4	206	81
6	2	5	186	88
6	2	6	225	111
6	2	7	217	130
6	2	8	233	115
6	2	9	225	122
6	2	10	383	91
6	2	11	376	103
6	2	12	360	125
6	2	13	372	135
6	2	14	335	131
6	2	15	578	142
6	2	16	438	188
6	2	17	416	244
6	2	18	452	267
6	2	19	483	346
6	2	20	643	441
6	2	21	664	526
6	2	22	687	603
6	2	23	677	589
6	2	24	642	625
6	2	25	692	664
6	2	26	729	710
6	2	27	757	724
6	2	28	787	655
6	2	29	752	614
6	2	30	559	609
6	2	31	566	557
6	2	32	571	532
6	2	33	572	539
6	2	34	548	511
6	2	35	386	501
6	2	36	346	441
6	2	37	409	394
6	2	38	370	401
6	2	39	321	361
6	2	40	195	314
6	2	41	275	274
6	2	42	236	287
6	2	43	238	285
6	2	44	243	251
6	2	45	176	192
6	2	46	166	185
6	2	47	171	181
6	2	48	176	166
6	2	49	168	162
6	2	50	102	163
6	2	51	124	131
6	2	52	114	147
6	2	53	90	146
6	2	54	118	144
6	2	55	74	99
6	2	56	88	101
6	2	57	60	106
6	2	58	74	79
6	2	59	61	85
6	2	60	49	82
6	2	61	42	83
6	2	62	44	89
6	2	63	42	82
6	2	64	41	59
6	2	65	42	72
6	2	66	36	67
6	2	67	44	66
6	2	68	40	64
6	2	69	35	80
6	2	70	11	65
6	2	71	28	61
6	2	72	11	67
6	2	73	15	49
6	2	74	11	50
6	2	75	10	43
6	2	76	10	51
6	2	77	7	67
6	2	78	12	69
6	2	79	8	58
6	2	80	4	43
6	2	81	9	49
6	2	82	6	41
6	2	83	6	42
6	2	84	6	46
6	2	85	2	38
6	2	86	1	41
6	2	87	0	24
6	2	88	2	23
6	2	89	3	18
6	2	90	3	40
6	2	91	0	5
6	2	92	0	5
6	2	93	0	3
6	2	94	0	3
6	2	95	0	3
6	2	96	0	5
6	2	97	0	5
6	2	98	0	1
6	2	99	0	3
6	2	100	76	1
6	3	0	52	0
6	3	1	60	190
6	3	2	69	112
6	3	3	75	83
6	3	4	62	66
6	3	5	61	55
6	3	6	74	72
6	3	7	71	78
6	3	8	57	69
6	3	9	66	61
6	3	10	326	41
6	3	11	344	59
6	3	12	327	73
6	3	13	349	98
6	3	14	355	113
6	3	15	1375	113
6	3	16	1293	182
6	3	17	1331	279
6	3	18	1431	418
6	3	19	1414	441
6	3	20	1143	490
6	3	21	1169	766
6	3	22	1255	882
6	3	23	1169	958
6	3	24	1223	1005
6	3	25	415	990
6	3	26	470	986
6	3	27	495	960
6	3	28	452	935
6	3	29	460	895
6	3	30	282	783
6	3	31	314	589
6	3	32	276	501
6	3	33	283	426
6	3	34	262	389
6	3	35	152	388
6	3	36	197	352
6	3	37	213	322
6	3	38	177	298
6	3	39	182	286
6	3	40	114	232
6	3	41	109	234
6	3	42	95	239
6	3	43	108	207
6	3	44	105	210
6	3	45	97	203
6	3	46	82	161
6	3	47	71	138
6	3	48	77	107
6	3	49	72	97
6	3	50	34	104
6	3	51	37	106
6	3	52	50	102
6	3	53	44	107
6	3	54	45	84
6	3	55	27	63
6	3	56	29	76
6	3	57	27	78
6	3	58	28	55
6	3	59	18	92
6	3	60	10	75
6	3	61	23	63
6	3	62	7	58
6	3	63	13	97
6	3	64	13	46
6	3	65	12	105
6	3	66	9	77
6	3	67	15	55
6	3	68	10	50
6	3	69	10	69
6	3	70	3	63
6	3	71	6	73
6	3	72	5	52
6	3	73	9	42
6	3	74	10	47
6	3	75	6	52
6	3	76	6	53
6	3	77	5	59
6	3	78	2	60
6	3	79	6	52
6	3	80	2	54
6	3	81	1	51
6	3	82	4	49
6	3	83	4	36
6	3	84	1	48
6	3	85	1	40
6	3	86	2	41
6	3	87	0	30
6	3	88	3	37
6	3	89	0	25
6	3	90	0	83
6	3	91	0	7
6	3	92	0	9
6	3	93	0	3
6	3	94	0	10
6	3	95	0	7
6	3	96	0	12
6	3	97	0	5
6	3	98	0	6
6	3	99	0	7
6	3	100	15	4
6	4	0	93	0
6	4	1	140	168
6	4	2	141	98
6	4	3	131	77
6	4	4	145	82
6	4	5	102	96
6	4	6	87	120
6	4	7	82	131
6	4	8	92	123
6	4	9	83	83
6	4	10	112	75
6	4	11	95	46
6	4	12	120	59
6	4	13	97	59
6	4	14	108	40
6	4	15	409	56
6	4	16	328	57
6	4	17	317	117
6	4	18	353	185
6	4	19	376	239
6	4	20	1376	341
6	4	21	1342	510
6	4	22	1305	659
6	4	23	1287	673
6	4	24	1332	796
6	4	25	2586	901
6	4	26	2794	1138
6	4	27	2720	1237
6	4	28	2647	1327
6	4	29	2582	1258
6	4	30	2862	1295
6	4	31	2789	1235
6	4	32	2856	1316
6	4	33	2947	1206
6	4	34	2852	1221
6	4	35	1804	1215
6	4	36	1825	1132
6	4	37	1805	996
6	4	38	1771	906
6	4	39	1731	830
6	4	40	616	808
6	4	41	642	708
6	4	42	606	585
6	4	43	630	538
6	4	44	608	445
6	4	45	217	426
6	4	46	170	291
6	4	47	181	244
6	4	48	200	193
6	4	49	197	189
6	4	50	71	160
6	4	51	107	147
6	4	52	105	133
6	4	53	99	148
6	4	54	90	167
6	4	55	74	121
6	4	56	88	148
6	4	57	74	128
6	4	58	89	131
6	4	59	82	142
6	4	60	34	150
6	4	61	34	171
6	4	62	24	158
6	4	63	15	188
6	4	64	22	139
6	4	65	42	190
6	4	66	45	163
6	4	67	61	161
6	4	68	43	159
6	4	69	49	175
6	4	70	18	194
6	4	71	34	172
6	4	72	38	152
6	4	73	43	164
6	4	74	29	170
6	4	75	12	156
6	4	76	24	205
6	4	77	14	177
6	4	78	11	231
6	4	79	21	202
6	4	80	5	224
6	4	81	20	227
6	4	82	17	200
6	4	83	9	201
6	4	84	4	211
6	4	85	10	211
6	4	86	2	186
6	4	87	6	195
6	4	88	0	161
6	4	89	2	148
6	4	90	2	215
6	4	91	0	102
6	4	92	0	85
6	4	93	0	63
6	4	94	0	58
6	4	95	0	58
6	4	96	0	47
6	4	97	0	38
6	4	98	0	25
6	4	99	0	25
6	4	100	76	15
6	5	0	88	0
6	5	1	106	159
6	5	2	91	74
6	5	3	108	58
6	5	4	116	61
6	5	5	100	60
6	5	6	102	87
6	5	7	108	80
6	5	8	113	64
6	5	9	94	58
6	5	10	144	47
6	5	11	134	53
6	5	12	135	44
6	5	13	158	62
6	5	14	122	50
6	5	15	451	50
6	5	16	433	74
6	5	17	396	117
6	5	18	380	169
6	5	19	408	232
6	5	20	600	368
6	5	21	635	452
6	5	22	625	490
6	5	23	612	490
6	5	24	601	575
6	5	25	591	616
6	5	26	611	658
6	5	27	556	695
6	5	28	593	700
6	5	29	587	677
6	5	30	343	687
6	5	31	328	580
6	5	32	320	574
6	5	33	331	475
6	5	34	348	463
6	5	35	147	465
6	5	36	155	405
6	5	37	168	324
6	5	38	144	302
6	5	39	129	287
6	5	40	81	220
6	5	41	91	211
6	5	42	88	186
6	5	43	98	223
6	5	44	103	174
6	5	45	62	149
6	5	46	66	140
6	5	47	61	132
6	5	48	56	141
6	5	49	55	97
6	5	50	35	91
6	5	51	49	114
6	5	52	40	102
6	5	53	40	96
6	5	54	39	88
6	5	55	19	72
6	5	56	29	78
6	5	57	29	76
6	5	58	21	90
6	5	59	21	87
6	5	60	22	107
6	5	61	24	82
6	5	62	22	102
6	5	63	15	104
6	5	64	33	81
6	5	65	25	100
6	5	66	25	112
6	5	67	36	86
6	5	68	23	90
6	5	69	18	66
6	5	70	15	98
6	5	71	10	77
6	5	72	11	72
6	5	73	22	75
6	5	74	11	80
6	5	75	14	70
6	5	76	8	105
6	5	77	8	102
6	5	78	9	121
6	5	79	5	96
6	5	80	5	132
6	5	81	2	121
6	5	82	6	121
6	5	83	4	113
6	5	84	7	112
6	5	85	3	107
6	5	86	0	77
6	5	87	3	109
6	5	88	1	70
6	5	89	0	63
6	5	90	1	100
6	5	91	0	23
6	5	92	0	27
6	5	93	0	24
6	5	94	0	19
6	5	95	0	8
6	5	96	0	17
6	5	97	0	7
6	5	98	0	6
6	5	99	0	4
6	5	100	38	4
7	0	0	0	0
7	0	1	3876	3446
7	0	2	1892	2078
7	0	3	1712	1342
7	0	4	1793	931
7	0	5	1265	653
7	0	6	744	1102
7	0	7	705	1194
7	0	8	730	907
7	0	9	770	781
7	0	10	1080	438
7	0	11	1053	429
7	0	12	1133	384
7	0	13	1153	341
7	0	14	1179	325
7	0	15	2814	449
7	0	16	3534	542
7	0	17	4468	714
7	0	18	6158	1276
7	0	19	9497	2237
7	0	20	11490	5669
7	0	21	14227	7516
7	0	22	16588	9243
7	0	23	15700	8845
7	0	24	15190	8991
7	0	25	14153	10301
7	0	26	13246	9715
7	0	27	12348	8914
7	0	28	12446	7292
7	0	29	11463	6073
7	0	30	7984	6040
7	0	31	7167	4991
7	0	32	6757	4492
7	0	33	5624	4553
7	0	34	5378	4131
7	0	35	4668	4352
7	0	36	4272	4242
7	0	37	4063	3972
7	0	38	3861	3792
7	0	39	3372	3536
7	0	40	2376	2815
7	0	41	1972	3202
7	0	42	1810	3068
7	0	43	1666	3118
7	0	44	1319	3131
7	0	45	1753	2847
7	0	46	1627	2710
7	0	47	1648	2531
7	0	48	1565	2699
7	0	49	1545	2531
7	0	50	1793	2715
7	0	51	1926	2670
7	0	52	1893	2941
7	0	53	1704	3249
7	0	54	1744	3598
7	0	55	1202	3285
7	0	56	1135	3511
7	0	57	1058	3493
7	0	58	1114	3289
7	0	59	875	3648
7	0	60	882	3832
7	0	61	750	4094
7	0	62	719	4377
7	0	63	531	4706
7	0	64	1336	4197
7	0	65	725	5380
7	0	66	610	5671
7	0	67	1015	5680
7	0	68	694	6802
7	0	69	712	8290
7	0	70	433	10431
7	0	71	478	10238
7	0	72	507	7952
7	0	73	518	9111
7	0	74	469	9184
7	0	75	337	9639
7	0	76	373	9255
7	0	77	291	9609
7	0	78	308	11063
7	0	79	298	11572
7	0	80	238	13024
7	0	81	242	13188
7	0	82	212	13511
7	0	83	198	13580
7	0	84	184	13741
7	0	85	202	14309
7	0	86	160	14833
7	0	87	200	15314
7	0	88	203	15078
7	0	89	131	14534
7	0	90	337	15335
7	0	91	0	12880
7	0	92	0	12753
7	0	93	0	12346
7	0	94	0	11204
7	0	95	0	9852
7	0	96	0	8685
7	0	97	0	7886
7	0	98	0	5643
7	0	99	0	3267
7	0	100	0	2372
7	1	0	24	0
7	1	1	30	60
7	1	2	20	39
7	1	3	17	16
7	1	4	38	12
7	1	5	19	7
7	1	6	28	10
7	1	7	26	12
7	1	8	23	14
7	1	9	25	19
7	1	10	39	8
7	1	11	44	10
7	1	12	34	13
7	1	13	51	9
7	1	14	50	10
7	1	15	134	14
7	1	16	157	13
7	1	17	134	26
7	1	18	136	37
7	1	19	140	50
7	1	20	151	123
7	1	21	157	134
7	1	22	165	183
7	1	23	152	144
7	1	24	156	153
7	1	25	104	184
7	1	26	120	180
7	1	27	127	212
7	1	28	135	233
7	1	29	114	182
7	1	30	62	179
7	1	31	61	174
7	1	32	80	181
7	1	33	63	135
7	1	34	61	134
7	1	35	39	160
7	1	36	52	148
7	1	37	42	128
7	1	38	52	103
7	1	39	38	115
7	1	40	23	71
7	1	41	30	80
7	1	42	32	78
7	1	43	24	70
7	1	44	13	76
7	1	45	15	67
7	1	46	11	65
7	1	47	10	51
7	1	48	14	49
7	1	49	12	53
7	1	50	11	46
7	1	51	14	30
7	1	52	7	38
7	1	53	6	34
7	1	54	6	40
7	1	55	4	34
7	1	56	3	31
7	1	57	9	23
7	1	58	7	19
7	1	59	3	29
7	1	60	6	25
7	1	61	3	37
7	1	62	4	29
7	1	63	2	42
7	1	64	1	16
7	1	65	5	43
7	1	66	10	29
7	1	67	8	21
7	1	68	7	21
7	1	69	9	23
7	1	70	1	23
7	1	71	2	23
7	1	72	1	20
7	1	73	1	25
7	1	74	0	25
7	1	75	1	32
7	1	76	1	25
7	1	77	3	41
7	1	78	3	49
7	1	79	2	54
7	1	80	3	44
7	1	81	1	56
7	1	82	0	38
7	1	83	1	32
7	1	84	1	24
7	1	85	0	29
7	1	86	0	38
7	1	87	0	32
7	1	88	0	32
7	1	89	0	17
7	1	90	0	39
7	1	91	0	8
7	1	92	0	2
7	1	93	0	2
7	1	94	0	2
7	1	95	0	0
7	1	96	0	1
7	1	97	0	0
7	1	98	0	2
7	1	99	0	0
7	1	100	11	1
7	2	0	201	0
7	2	1	241	150
7	2	2	215	77
7	2	3	216	71
7	2	4	214	87
7	2	5	236	102
7	2	6	229	128
7	2	7	249	133
7	2	8	256	143
7	2	9	249	130
7	2	10	389	139
7	2	11	425	128
7	2	12	390	142
7	2	13	388	162
7	2	14	372	163
7	2	15	643	187
7	2	16	573	184
7	2	17	516	186
7	2	18	614	277
7	2	19	581	315
7	2	20	846	412
7	2	21	800	511
7	2	22	775	609
7	2	23	809	599
7	2	24	787	573
7	2	25	835	641
7	2	26	863	680
7	2	27	894	687
7	2	28	906	576
7	2	29	897	553
7	2	30	684	599
7	2	31	674	520
7	2	32	658	467
7	2	33	674	491
7	2	34	673	502
7	2	35	476	470
7	2	36	484	408
7	2	37	455	387
7	2	38	428	388
7	2	39	427	347
7	2	40	265	309
7	2	41	298	280
7	2	42	286	265
7	2	43	294	255
7	2	44	317	233
7	2	45	194	225
7	2	46	188	179
7	2	47	177	169
7	2	48	194	150
7	2	49	180	171
7	2	50	123	163
7	2	51	130	139
7	2	52	115	130
7	2	53	116	152
7	2	54	124	135
7	2	55	62	122
7	2	56	91	107
7	2	57	87	106
7	2	58	88	99
7	2	59	60	101
7	2	60	42	71
7	2	61	45	85
7	2	62	49	65
7	2	63	40	79
7	2	64	52	53
7	2	65	41	90
7	2	66	35	53
7	2	67	41	62
7	2	68	41	72
7	2	69	48	72
7	2	70	11	74
7	2	71	18	59
7	2	72	22	66
7	2	73	30	63
7	2	74	19	61
7	2	75	16	45
7	2	76	14	51
7	2	77	6	53
7	2	78	11	54
7	2	79	8	70
7	2	80	4	51
7	2	81	4	52
7	2	82	4	57
7	2	83	4	48
7	2	84	3	38
7	2	85	4	38
7	2	86	3	35
7	2	87	0	33
7	2	88	1	36
7	2	89	1	28
7	2	90	2	46
7	2	91	0	14
7	2	92	0	8
7	2	93	0	4
7	2	94	0	3
7	2	95	0	3
7	2	96	0	3
7	2	97	0	8
7	2	98	0	1
7	2	99	0	1
7	2	100	108	0
7	3	0	39	0
7	3	1	59	228
7	3	2	47	117
7	3	3	59	106
7	3	4	46	77
7	3	5	71	70
7	3	6	44	80
7	3	7	63	74
7	3	8	55	74
7	3	9	62	65
7	3	10	376	85
7	3	11	369	87
7	3	12	366	100
7	3	13	374	141
7	3	14	372	161
7	3	15	1550	152
7	3	16	1489	130
7	3	17	1568	286
7	3	18	1630	469
7	3	19	1628	545
7	3	20	1264	596
7	3	21	1322	638
7	3	22	1376	682
7	3	23	1366	673
7	3	24	1245	695
7	3	25	491	704
7	3	26	526	785
7	3	27	536	762
7	3	28	556	712
7	3	29	513	609
7	3	30	345	646
7	3	31	312	554
7	3	32	337	418
7	3	33	291	389
7	3	34	313	364
7	3	35	206	356
7	3	36	193	338
7	3	37	208	302
7	3	38	200	295
7	3	39	192	275
7	3	40	118	258
7	3	41	133	231
7	3	42	119	252
7	3	43	119	201
7	3	44	132	234
7	3	45	93	180
7	3	46	60	171
7	3	47	92	159
7	3	48	79	126
7	3	49	82	102
7	3	50	29	134
7	3	51	40	105
7	3	52	42	116
7	3	53	48	111
7	3	54	44	108
7	3	55	26	67
7	3	56	40	90
7	3	57	26	64
7	3	58	29	49
7	3	59	16	81
7	3	60	17	85
7	3	61	21	75
7	3	62	11	74
7	3	63	7	88
